,type,Rule_for_ll,Rule_for_rest,Entropy,SSIM_with_CT,SSIM_with_MR,Cross Entropy,standard deviation
0,Normal,mean,max,4.797065040267971,0.46450527934841174,0.49149842922691694,12.386285663900743,33.6466437028993
1,Normal,mean,min,4.857537122924473,0.46187472924026785,0.5124550836160677,12.37500450268861,35.6259685371816
2,Normal,max,mean,4.845114498344877,0.6126817701700591,0.7526920595951698,12.298488850591397,61.88480982800699
3,Normal,max,min,4.857537122924473,0.46187472924026785,0.5124550836160677,12.37500450268861,35.6259685371816
4,Normal,min,mean,4.845023528511223,0.612691757328121,0.7526889086650604,12.298486520633784,61.884524560008245
5,Normal,min,max,4.797065040267971,0.46450527934841174,0.49149842922691694,12.386285663900743,33.6466437028993
6,LE,max,min,4.913808310715535,0.6043993282197802,0.7765166053971679,12.318828008831588,58.7699933158742
