,type,Rule_for_ll,Rule_for_rest,Entropy,SSIM_with_CT,SSIM_with_MR,Cross Entropy,standard deviation
0,Normal,mean,max,4.430235659957358,0.37343490515957095,0.26552101608690015,12.051926183071076,38.11247119968112
1,Normal,mean,min,4.297765762988639,0.3323126332539169,0.24436417677938704,12.164343599907893,34.104419826979765
2,Normal,max,mean,3.58539074399481,0.8599210928097607,0.653239659529673,11.655122931524415,63.23343472566142
3,Normal,max,min,4.297765762988639,0.3323126332539169,0.24436417677938704,12.164343599907893,34.104419826979765
4,Normal,min,mean,3.58539074399481,0.8599210928097607,0.653239659529673,11.655122931524415,63.23343472566142
5,Normal,min,max,4.430235659957358,0.37343490515957095,0.26552101608690015,12.051926183071076,38.11247119968112
6,LE,max,min,3.454690313180641,0.9269788906303922,0.572475304540295,11.67926171021875,58.16319930053364
