,type,Rule_for_ll,Rule_for_rest,Entropy,SSIM_with_CT,SSIM_with_MR,Cross Entropy,standard deviation
0,Normal,mean,max,4.169893974966116,0.431326374323423,0.41418566861698713,12.119480681273936,34.4771678288199
1,Normal,mean,min,4.392139373332164,0.44959685292288976,0.43737668913734795,12.0711702542565,39.66998161525439
2,Normal,max,mean,3.6822912770469336,0.851864992930192,0.8584344198101141,11.881248169249865,48.455255479476804
3,Normal,max,min,4.392139373332164,0.44959685292288976,0.43737668913734795,12.0711702542565,39.66998161525439
4,Normal,min,mean,3.6822912770469336,0.851864992930192,0.8584344198101141,11.881248169249865,48.455255479476804
5,Normal,min,max,4.169893974966116,0.431326374323423,0.41418566861698713,12.119480681273936,34.4771678288199
6,LE,max,min,3.8643932589333376,0.8779872270427388,0.8020289626920301,11.893773453363004,57.727759672117934
